Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,cost
38255,0.31,Premium,J,VS2,62.4,60.0,380,4.29,4.33,2.69,9.262582164170066
38256,0.26,Very Good,F,VS2,62.5,55.0,381,4.05,4.08,2.54,3.1284817331349677
38257,0.28,Very Good,G,SI1,62.0,55.0,382,4.2,4.25,2.62,3.5501633293230728
38258,0.3,Very Good,I,SI1,62.5,57.0,382,4.27,4.3,2.68,6.616938429335684
38259,0.3,Ideal,G,SI2,61.7,57.0,382,4.26,4.3,2.64,8.500284374529029
38260,0.3,Ideal,G,SI2,62.5,56.0,382,4.28,4.3,2.68,7.113014708272823
38261,0.3,Ideal,I,SI1,61.8,57.0,382,4.3,4.34,2.67,7.3481179878221825
38262,0.26,Premium,H,VS1,62.3,59.0,382,4.06,4.1,2.54,6.790041781410482
38263,0.26,Premium,G,VS1,61.3,60.0,382,4.07,4.12,2.51,5.686384491345095
38264,0.31,Very Good,I,SI2,60.6,61.0,383,4.4,4.45,2.68,7.914697708794068
38265,0.27,Ideal,H,SI1,61.3,55.0,383,4.17,4.21,2.57,7.926701194132071
38266,0.24,Good,F,VS1,60.2,65.0,383,3.97,4.0,2.4,1.484921549884256
38267,0.29,Very Good,I,VS2,62.4,55.0,384,4.25,4.27,2.66,3.071663437278749
38268,0.26,Very Good,E,SI1,62.0,54.0,384,4.08,4.11,2.54,8.651345065418676
38269,0.3,Ideal,J,VS2,62.1,56.0,384,4.29,4.34,2.68,3.2566271892749987
38270,0.3,Ideal,J,VS2,61.6,56.0,384,4.31,4.33,2.66,2.580339155830692
38271,0.23,Ideal,G,VS1,61.6,55.0,384,3.96,3.99,2.45,4.811323165684289
38272,0.32,Ideal,J,SI1,61.8,54.9,384,4.39,4.42,2.72,9.76652902720383
38273,0.26,Ideal,I,VS2,62.0,56.0,385,4.13,4.09,2.55,7.701250557480622
38274,0.21,Very Good,E,VS2,63.2,54.0,386,3.82,3.78,2.4,9.70419625176388
38275,0.21,Premium,E,VS2,60.5,59.0,386,3.87,3.83,2.33,3.2996189718065914
38276,0.21,Premium,E,VS2,59.6,56.0,386,3.93,3.89,2.33,2.8869322628196246
38277,0.21,Premium,D,VS2,61.6,59.0,386,3.82,3.78,2.34,2.249869743597098
38278,0.21,Premium,D,VS2,60.6,60.0,386,3.85,3.81,2.32,5.142313513734177
38279,0.21,Premium,D,VS2,59.1,62.0,386,3.89,3.86,2.29,4.1429909992203555
38280,0.21,Premium,D,VS2,58.3,59.0,386,3.96,3.93,2.3,8.564959096234473
38281,0.28,Very Good,E,VS2,63.7,58.0,487,4.12,4.14,2.63,2.3200181048483612
38282,0.28,Very Good,F,VS2,62.7,58.0,487,4.14,4.15,2.6,4.480395552107909
38283,0.28,Very Good,F,VS2,61.7,58.0,487,4.17,4.19,2.58,4.326505631244589
38284,0.28,Very Good,F,VS2,60.8,58.0,487,4.19,4.26,2.57,8.514089072921958
38285,0.28,Very Good,F,VS1,62.1,59.0,487,4.16,4.21,2.6,7.215075249596379
38286,0.28,Very Good,F,VS1,60.8,58.0,487,4.24,4.28,2.59,8.636430606613146
38287,0.28,Very Good,F,VS1,61.0,59.0,487,4.18,4.24,2.57,0.6347677060966228
38288,0.28,Very Good,F,VS1,61.0,59.0,487,4.23,4.29,2.6,6.856280397380501
38289,0.28,Very Good,E,VS1,60.9,59.0,487,4.19,4.22,2.56,5.008958320744662
38290,0.28,Very Good,E,VS1,60.2,58.0,487,4.23,4.27,2.56,5.2065380263789605
38291,0.28,Very Good,E,VS1,59.5,59.0,487,4.29,4.35,2.57,1.9408093204473265
38292,0.28,Very Good,E,VS1,58.9,58.0,487,4.27,4.32,2.53,6.179337698672019
38293,0.28,Very Good,D,VS1,61.7,58.0,487,4.19,4.24,2.6,5.629305476578306
38294,0.28,Ideal,D,VS2,61.2,57.0,487,4.2,4.23,2.58,8.846028044956952
38295,0.3,Ideal,G,SI1,61.2,56.0,487,4.33,4.36,2.65,1.3652566095406982
38296,0.3,Ideal,G,SI1,60.6,57.0,487,4.34,4.37,2.63,0.23720027685296907
38297,0.3,Ideal,G,SI1,61.8,56.0,487,4.31,4.34,2.67,7.0922563675412045
38298,0.28,Good,F,VS1,58.3,58.0,487,4.33,4.35,2.53,6.279245480204897
38299,0.28,Ideal,E,VS1,61.4,56.0,487,4.2,4.24,2.59,7.363610922666272
38300,0.28,Ideal,D,VS2,62.4,57.0,487,4.16,4.2,2.61,1.7617262047540616
38301,0.37,Ideal,J,VS1,62.6,57.0,487,4.54,4.57,2.85,0.27384890173665855
38302,0.35,Very Good,D,SI2,62.4,57.0,487,4.47,4.5,2.8,3.990500317372029
38303,0.28,Ideal,E,VS1,62.0,56.0,487,4.18,4.21,2.6,4.887122782612337
38304,0.37,Ideal,J,VS1,62.4,55.0,487,4.59,4.64,2.88,1.295555924966043
38305,0.37,Very Good,F,SI2,60.7,57.0,487,4.62,4.67,2.82,1.848389821028934
38306,0.37,Good,G,SI2,63.4,57.0,487,4.55,4.57,2.89,2.4637109398138524
38307,0.37,Very Good,F,SI2,60.2,60.0,487,4.6,4.7,2.8,5.63762630605876
38308,0.37,Good,G,SI2,63.3,55.0,487,4.58,4.61,2.91,3.782454882449203
38309,0.31,Good,I,SI1,64.3,55.0,488,4.29,4.27,2.75,6.038616786097972
38310,0.31,Premium,J,VS2,62.7,58.0,488,4.34,4.3,2.71,4.333997254128913
38311,0.46,Ideal,J,VVS1,61.8,56.0,1018,4.97,4.93,3.06,4.535356798012891
38312,0.46,Ideal,J,VVS1,62.5,56.0,1018,4.93,4.89,3.07,7.501829370605609
38313,0.46,Ideal,F,SI1,62.5,56.0,1018,4.94,4.92,3.08,9.544898575318832
38314,0.44,Premium,F,VS2,61.1,62.0,1018,4.98,4.92,3.03,8.832422354221908
38315,0.44,Good,F,SI1,56.9,61.0,1018,5.12,5.07,2.9,5.77355903996772
38316,0.41,Very Good,E,VVS2,63.8,58.0,1019,4.67,4.7,2.99,0.8205017296991302
38317,0.52,Very Good,J,SI1,62.5,59.0,1019,5.14,5.16,3.22,6.668796714365882
38318,0.41,Ideal,D,VS1,62.6,55.0,1019,4.75,4.77,2.98,4.536134956001701
38319,0.52,Ideal,I,SI1,62.0,54.0,1019,5.17,5.19,3.21,4.009100649825507
38320,0.57,Ideal,G,I1,59.5,57.0,1019,5.46,5.42,3.24,1.0472468661324974
38321,0.5,Very Good,F,SI2,63.1,60.0,1020,5.0,5.04,3.17,3.949106544485276
38322,0.5,Very Good,F,SI2,62.9,57.0,1020,5.02,5.06,3.17,4.27480435085736
38323,0.5,Very Good,F,SI2,62.5,56.0,1020,5.05,5.09,3.17,0.5113067936850346
38324,0.4,Ideal,E,VS2,61.9,54.0,1020,4.74,4.73,2.93,7.777964868504943
38325,0.53,Ideal,H,SI2,61.6,54.0,1020,5.22,5.26,3.23,1.9101828167671075
38326,0.53,Ideal,H,SI2,61.9,54.0,1020,5.21,5.23,3.23,7.973232162327642
38327,0.5,Ideal,F,SI2,61.3,58.0,1020,5.1,5.12,3.13,9.813874269028593
38328,0.32,Premium,E,VVS1,60.8,58.0,1020,4.41,4.38,2.67,4.140333714970373
38329,0.32,Premium,E,VVS1,60.5,58.0,1020,4.47,4.42,2.69,6.688710212253098
38330,0.32,Ideal,E,VVS1,61.7,55.0,1020,4.42,4.39,2.72,9.699832637967083
38331,0.32,Ideal,E,VVS1,60.9,57.0,1020,4.45,4.42,2.7,2.17375530479893
38332,0.32,Ideal,E,VVS1,61.6,56.0,1020,4.42,4.41,2.72,0.8450507030056831
38333,0.32,Ideal,E,VVS1,61.3,57.0,1020,4.43,4.38,2.7,2.864708069755734
38334,0.32,Ideal,E,VVS1,61.7,56.0,1020,4.42,4.4,2.72,3.805256854430523
38335,0.32,Premium,E,VVS1,61.8,59.0,1020,4.39,4.35,2.7,0.5390465136136113
38336,0.32,Ideal,E,VVS1,61.9,55.0,1020,4.41,4.38,2.72,6.195502369713184
38337,0.51,Premium,J,SI1,62.6,59.0,1020,5.1,5.06,3.18,7.9186961940832905
38338,0.32,Ideal,G,IF,60.5,57.0,1020,4.44,4.42,2.68,3.422914575930408
38339,0.32,Premium,G,IF,59.4,59.0,1020,4.51,4.48,2.67,0.9939955714142135
38340,0.32,Ideal,G,IF,61.8,55.0,1020,4.43,4.41,2.73,6.26136293595954
38341,0.32,Premium,G,IF,59.9,58.0,1020,4.43,4.42,2.65,9.664786160880146
38342,0.32,Premium,G,IF,62.0,60.0,1020,4.41,4.37,2.72,8.384781188531958
38343,0.32,Ideal,G,IF,62.9,55.0,1020,4.41,4.37,2.76,8.547947186313191
38344,0.32,Premium,G,IF,61.8,55.0,1020,4.45,4.39,2.73,7.828945585880741
38345,0.32,Ideal,G,IF,62.4,55.0,1020,4.42,4.4,2.75,8.176390166141674
38346,0.32,Ideal,G,IF,61.2,57.0,1020,4.43,4.4,2.7,8.580832449923717
38347,0.32,Ideal,G,IF,60.9,56.0,1020,4.43,4.41,2.69,9.223191726515935
38348,0.48,Premium,F,SI1,59.6,59.0,1020,5.13,5.11,3.05,2.250069469695614
38349,0.5,Premium,G,I1,62.2,59.0,1020,5.07,5.03,3.14,4.835160631846966
38350,0.4,Ideal,G,SI1,62.6,55.0,1020,4.71,4.69,2.93,2.893270982127114
38351,0.34,Premium,F,VS1,61.5,55.0,1020,4.58,4.49,2.79,4.648975066195474
38352,0.51,Premium,J,VS2,61.5,58.0,1020,5.14,5.1,3.15,8.30277820124442
38353,0.47,Very Good,F,SI1,61.1,61.0,1021,4.97,5.01,3.05,0.7328304799607244
38354,0.36,Ideal,F,VVS1,61.5,54.0,1021,4.59,4.62,2.83,0.7139315242455047
38355,0.33,Ideal,F,VVS1,61.8,57.0,1021,4.47,4.43,2.75,0.7029083572819717
38356,0.33,Ideal,F,VVS1,61.9,56.0,1021,4.47,4.42,2.75,3.9962585429985698
38357,0.33,Ideal,D,VVS2,60.9,57.0,1021,4.48,4.46,2.72,2.112789142963465
38358,0.33,Ideal,F,VVS1,62.4,55.0,1021,4.42,4.4,2.75,9.257540243398886
38359,0.33,Ideal,F,VVS1,61.7,57.0,1021,4.47,4.44,2.75,1.972644051054715
38360,0.33,Ideal,F,VVS1,62.4,55.0,1021,4.47,4.44,2.78,3.9036358776322198
38361,0.33,Ideal,F,VVS1,61.9,55.0,1021,4.44,4.42,2.74,4.457603636133943
38362,0.33,Ideal,F,VVS1,61.8,57.0,1021,4.46,4.44,2.75,7.138795542101932
38363,0.33,Ideal,D,VVS2,61.1,56.0,1021,4.46,4.44,2.72,3.7133085122176226
38364,0.4,Premium,H,VS1,61.3,59.0,1021,4.79,4.74,2.92,5.492222075798915
38365,0.38,Premium,D,VS2,60.8,58.0,1021,4.73,4.68,2.86,1.5791659256206159
38366,0.6,Very Good,J,SI2,62.9,60.0,1022,5.34,5.38,3.37,1.084321348103423
38367,0.43,Premium,D,SI1,62.4,60.0,1022,4.82,4.79,3.0,8.594591737864311
38368,0.51,Ideal,I,SI1,62.5,57.0,1023,5.07,5.1,3.18,8.325167170724598
38369,0.53,Good,J,VS2,63.8,57.0,1023,5.1,5.12,3.26,6.567473768640307
38370,0.53,Very Good,J,VS2,60.9,59.0,1023,5.2,5.27,3.19,9.75186057789999
38371,0.53,Good,J,VS2,63.3,56.0,1023,5.12,5.18,3.26,7.567188268852916
38372,0.5,Very Good,J,VS2,63.4,58.0,1023,5.07,5.02,3.2,5.6868143130220306
38373,0.42,Ideal,G,VVS1,60.9,55.0,1023,4.83,4.89,2.96,3.4807361306539883
38374,0.51,Ideal,J,SI1,62.5,58.0,1023,5.11,5.13,3.2,1.3374044815625852
38375,0.44,Premium,F,SI1,60.9,58.0,1023,4.96,4.92,3.01,6.487643295024714
38376,0.5,Premium,H,SI2,62.6,61.0,1024,5.06,5.03,3.1,6.94438802505732
38377,0.41,Very Good,I,VVS2,59.9,57.0,1024,4.87,4.91,2.93,2.747504446091326
38378,0.41,Ideal,H,VS1,61.0,54.0,1024,4.84,4.8,2.94,7.0916771005598065
38379,0.39,Ideal,F,VS1,62.3,57.0,1024,4.69,4.65,2.91,0.7638252378649224
38380,0.39,Ideal,F,VS1,62.2,56.0,1024,4.7,4.63,2.9,2.040932114500137
38381,0.42,Premium,E,VS2,61.0,59.0,1024,4.85,4.82,2.95,4.243251026836149
38382,0.42,Premium,E,VS2,61.0,60.0,1024,4.85,4.82,2.95,8.367774458398948
38383,0.42,Ideal,E,VS2,61.3,56.0,1024,4.85,4.81,2.96,1.0287553878390887
38384,0.42,Ideal,E,VS2,61.7,56.0,1024,4.82,4.8,2.97,3.0300756761901715
38385,0.42,Ideal,E,VS2,62.0,55.0,1024,4.82,4.8,2.98,4.426026615589413
38386,0.42,Premium,E,VS2,60.9,59.0,1024,4.85,4.81,2.94,4.805330345347864
38387,0.42,Ideal,E,VS2,62.3,55.0,1024,4.83,4.77,2.99,2.489360161526888
38388,0.42,Ideal,E,VS2,62.4,55.0,1024,4.8,4.79,2.99,3.552937509657789
38389,0.42,Ideal,E,VS2,62.2,55.0,1024,4.83,4.79,2.99,6.594622759768739
38390,0.42,Ideal,E,VS2,62.4,55.0,1024,4.83,4.79,3.0,2.3097390678710896
38391,0.42,Ideal,E,VS2,62.4,55.0,1024,4.83,4.79,3.0,2.8695666190661284
38392,0.42,Premium,E,VS2,61.9,59.0,1024,4.81,4.75,2.96,2.2038337526164034
38393,0.42,Premium,E,VS2,62.8,59.0,1024,4.8,4.76,3.0,2.1654941285922655
38394,0.42,Ideal,E,VS2,62.1,56.0,1024,4.8,4.77,2.97,5.985310959629624
38395,0.42,Ideal,E,VS2,61.8,57.0,1024,4.81,4.77,2.96,8.075747731736351
38396,0.39,Premium,G,VVS2,60.7,61.0,1024,4.73,4.7,2.86,1.4357715110718328
38397,0.39,Premium,G,VS1,62.7,58.0,1024,4.69,4.63,2.92,8.678021249601604
38398,0.39,Premium,D,VS2,61.3,58.0,1024,4.73,4.7,2.89,8.998563565187588
38399,0.39,Premium,D,VS2,60.2,59.0,1024,4.76,4.74,2.86,6.9194953696696615
38400,0.35,Premium,H,VVS1,59.9,59.0,1024,4.61,4.57,2.75,5.37517878403015
38401,0.35,Premium,H,VVS1,61.2,60.0,1024,4.54,4.51,2.77,8.910398790481048
38402,0.35,Ideal,H,VVS1,62.3,55.0,1024,4.55,4.51,2.82,7.591402012581099
38403,0.35,Premium,H,VVS1,60.6,60.0,1024,4.57,4.51,2.75,6.138535506004748
38404,0.35,Ideal,H,VVS1,61.5,57.0,1024,4.54,4.53,2.79,1.5567567767986235
38405,0.35,Ideal,H,VVS1,61.7,56.0,1024,4.55,4.53,2.8,6.168979490742944
38406,0.35,Premium,H,VVS1,61.2,60.0,1024,4.55,4.5,2.77,5.161597706272251
38407,0.35,Ideal,H,VVS1,62.6,57.0,1024,4.47,4.45,2.79,6.009641948958254
38408,0.35,Premium,H,VVS1,62.1,58.0,1024,4.52,4.46,2.79,5.549693797546502
38409,0.35,Ideal,G,VVS2,62.1,56.0,1024,4.51,4.47,2.79,1.7444781525037767
38410,0.35,Premium,G,VVS2,62.4,56.0,1024,4.53,4.47,2.81,4.885279375775924
38411,0.35,Premium,G,VVS2,62.2,58.0,1024,4.54,4.49,2.81,3.646371076954008
38412,0.35,Ideal,G,VVS2,61.0,57.0,1024,4.58,4.54,2.78,0.6153302669276373
38413,0.35,Premium,G,VVS2,62.8,58.0,1024,4.48,4.44,2.8,0.22198425457863324
38414,0.35,Premium,E,VVS2,60.2,58.0,1024,4.66,4.61,2.79,4.318934188553602
38415,0.39,Premium,D,VS2,61.4,60.0,1024,4.72,4.7,2.89,2.1648535558501028
38416,0.35,Very Good,E,IF,57.9,56.0,1025,4.71,4.75,2.74,8.243463872499973
38417,0.3,Ideal,G,IF,62.4,55.0,1025,4.32,4.3,2.69,2.35122745174475
38418,0.4,Ideal,E,VS2,62.3,56.0,1025,4.78,4.72,2.96,4.432984827065114
38419,0.39,Ideal,E,VS1,62.3,57.0,1026,4.64,4.67,2.9,2.3465190241893206
38420,0.3,Premium,E,IF,61.9,58.0,1026,4.26,4.3,2.65,9.599993395075012
38421,0.3,Very Good,E,IF,60.1,60.0,1026,4.3,4.32,2.59,2.331112272763244
38422,0.3,Premium,E,IF,61.0,59.0,1026,4.29,4.33,2.63,2.840290460105651
38423,0.39,Premium,E,VS1,59.6,60.0,1026,4.72,4.75,2.82,9.12975765341346
38424,0.42,Very Good,H,VVS1,60.9,62.0,1026,4.8,4.86,2.94,1.1047327194805912
38425,0.51,Premium,G,SI2,62.5,56.0,1026,5.12,5.09,3.19,0.7153768837049446
38426,0.51,Premium,G,SI2,58.6,59.0,1026,5.3,5.25,3.09,4.706692409169129
38427,0.41,Ideal,F,VVS2,61.4,55.7,1026,4.76,4.79,2.94,6.32962558071597
38428,0.48,Ideal,H,VS2,62.2,54.0,1026,5.04,5.05,3.14,1.5163378157825336
38429,0.35,Ideal,D,VS1,61.4,56.0,1026,4.55,4.58,2.8,2.8453894123270485
38430,0.38,Ideal,F,VS2,62.2,57.0,1026,4.63,4.6,2.87,0.5104656518918826
38431,0.38,Premium,F,VS2,60.5,59.0,1026,4.72,4.67,2.84,5.566756170256165
38432,0.38,Ideal,F,VS2,62.8,57.0,1026,4.62,4.58,2.89,3.925907239938673
38433,0.38,Premium,F,VS2,61.9,59.0,1026,4.66,4.61,2.87,6.270267753108189
38434,0.38,Ideal,F,VS2,62.1,57.0,1026,4.67,4.61,2.88,1.4989351143778684
38435,0.38,Ideal,F,VS2,62.0,56.0,1026,4.66,4.63,2.88,8.27685658717331
38436,0.38,Premium,F,VS2,60.9,56.0,1026,4.72,4.67,2.86,8.737528190972847
38437,0.49,Premium,G,SI1,60.6,60.0,1026,5.1,5.06,3.08,9.81654952165326
38438,0.49,Premium,G,SI1,62.5,58.0,1026,5.03,4.98,3.13,4.0943990083473745
38439,0.3,Good,E,VVS2,59.8,64.0,1026,4.34,4.29,2.58,0.47654821990129936
38440,0.35,Very Good,F,IF,62.0,54.0,1027,4.55,4.58,2.83,0.77319955181677
38441,0.38,Ideal,E,VVS2,62.4,56.0,1027,4.63,4.69,2.91,6.220390758009388
38442,0.38,Ideal,E,VS1,62.1,57.0,1027,4.62,4.65,2.88,6.858884089090754
38443,0.45,Fair,G,VS1,66.3,56.0,1027,4.82,4.65,3.14,1.4289088545534279
38444,0.45,Ideal,D,SI1,60.6,55.0,1027,4.99,4.97,3.02,3.835362979777744
38445,0.4,Very Good,E,VVS2,63.6,55.0,1028,4.67,4.7,2.98,8.159430181917347
38446,0.35,Ideal,G,VVS1,61.0,56.0,1028,4.56,4.59,2.79,3.553895325041667
38447,0.36,Ideal,F,VVS1,61.0,55.0,1028,4.6,4.62,2.81,9.524951642945974
38448,0.54,Ideal,G,SI2,61.8,55.0,1028,5.23,5.26,3.24,9.037580248989277
38449,0.35,Ideal,H,IF,60.9,57.0,1028,4.58,4.6,2.8,1.964105064388273
38450,0.33,Ideal,F,IF,61.8,55.0,1028,4.47,4.49,2.77,2.4232587182761267
38451,0.31,Ideal,E,VVS1,62.4,56.0,1028,4.37,4.35,2.72,4.26904386691469
38452,0.31,Ideal,G,IF,62.0,54.0,1028,4.39,4.35,2.71,5.547690447651502
38453,0.31,Ideal,F,VVS1,61.9,55.0,1028,4.42,4.37,2.72,3.5794148671692785
38454,0.31,Premium,F,VVS1,59.7,59.0,1028,4.49,4.45,2.67,0.6054679022674114
38455,0.44,Premium,E,SI2,59.7,61.0,1028,4.97,4.91,2.95,8.824739564407684
38456,0.51,Good,G,SI2,63.6,54.0,1029,5.05,5.08,3.22,8.245125849381376
38457,0.36,Ideal,G,IF,62.2,53.0,1029,4.59,4.61,2.86,9.188176695511547
38458,0.36,Ideal,G,IF,61.9,55.0,1029,4.56,4.59,2.83,2.9480936497863777
38459,0.42,Premium,G,VVS2,61.6,60.0,1029,4.85,4.8,2.97,5.078886850485674
38460,0.37,Premium,D,VS1,60.2,60.0,1030,4.68,4.63,2.8,2.212788597033719
38461,0.38,Very Good,D,VVS2,63.8,57.0,1030,4.57,4.61,2.93,0.091448418385921
38462,0.38,Very Good,F,VVS1,63.8,58.0,1030,4.58,4.61,2.93,1.5831688868769456
38463,0.46,Very Good,D,VS2,63.4,59.0,1030,4.88,4.83,3.08,6.024839320367644
38464,0.38,Ideal,E,VVS2,62.0,57.0,1030,4.64,4.69,2.89,4.790862699388507
38465,0.34,Ideal,E,VVS1,61.6,55.0,1030,4.5,4.52,2.78,8.362897042464583
38466,0.35,Ideal,E,VVS1,60.7,55.0,1030,4.56,4.6,2.78,9.175752315677103
38467,0.32,Ideal,D,VVS2,61.2,56.0,1030,4.43,4.39,2.7,9.155937758385663
38468,0.41,Premium,E,VS1,60.7,59.0,1030,4.79,4.77,2.9,3.590325061351489
38469,0.41,Ideal,E,VS1,62.2,55.0,1030,4.79,4.76,2.97,1.5332943941695998
38470,0.52,Fair,J,VS2,65.3,56.0,1030,5.05,5.0,3.28,5.358577894009423
38471,0.32,Premium,D,VS1,60.5,59.0,1030,4.49,4.45,2.7,1.4277715727696638
38472,0.4,Very Good,I,VS2,61.9,55.0,1031,4.73,4.77,2.94,5.942403183773956
38473,0.38,Very Good,G,VS1,60.7,55.0,1031,4.71,4.74,2.87,7.985580912059973
38474,0.38,Ideal,H,VVS2,62.1,56.0,1031,4.64,4.67,2.89,5.647901481023608
38475,0.42,Ideal,F,VS1,61.0,57.0,1031,4.84,4.87,2.96,6.523219163412723
38476,0.42,Ideal,F,VS1,61.9,57.0,1031,4.79,4.81,2.97,8.802836450241147
38477,0.42,Ideal,D,VS2,62.2,55.0,1031,4.75,4.8,2.97,9.290922228528624
38478,0.42,Ideal,G,VVS2,62.1,57.0,1031,4.77,4.8,2.97,3.5413624281639433
38479,0.42,Ideal,G,VVS2,61.3,56.0,1031,4.81,4.82,2.95,7.244665946346048
38480,0.42,Very Good,G,VVS2,60.4,59.0,1031,4.78,4.82,2.9,7.501528274781769
38481,0.42,Premium,F,VS1,61.8,59.0,1031,4.81,4.83,2.98,0.7336636337007174
38482,0.42,Ideal,D,VS2,61.4,56.0,1031,4.8,4.84,2.96,2.980873321646108
38483,0.42,Ideal,F,VS1,61.3,57.0,1031,4.8,4.85,2.96,5.455824233874421
38484,0.42,Premium,F,VS1,60.9,59.0,1031,4.8,4.85,2.94,1.3709620509713838
38485,0.42,Ideal,G,VVS2,60.7,55.0,1031,4.86,4.89,2.96,4.60851076993322
38486,0.42,Ideal,D,VS2,61.8,56.0,1031,4.8,4.84,2.98,1.183601069447201
38487,0.42,Ideal,F,VS1,61.4,57.0,1031,4.78,4.83,2.95,7.6044175202429765
38488,0.42,Very Good,F,VS1,59.9,61.0,1031,4.84,4.88,2.91,1.8436324080584154
38489,0.42,Ideal,G,VVS2,62.6,55.0,1031,4.77,4.78,2.99,6.81714516430267
38490,0.42,Ideal,F,VS1,62.3,55.0,1031,4.77,4.79,2.98,7.649999208682704
38491,0.42,Ideal,F,VS1,60.9,57.0,1031,4.84,4.88,2.96,5.36657902448808
38492,0.42,Ideal,D,VS2,61.2,56.0,1031,4.8,4.84,2.95,1.3719328019211652
38493,0.42,Premium,F,VS1,61.2,58.0,1031,4.82,4.86,2.96,4.973500748337207
38494,0.42,Very Good,F,VS1,61.9,55.0,1031,4.78,4.82,2.97,7.976039759043268
38495,0.42,Ideal,G,VVS2,62.4,55.0,1031,4.79,4.82,3.0,8.566044452901927
38496,0.42,Ideal,D,VS2,62.1,54.0,1031,4.8,4.83,2.99,8.094564337776701
38497,0.42,Ideal,D,VS2,62.4,55.0,1031,4.8,4.82,3.0,9.834189482808517
38498,0.42,Ideal,G,VVS2,62.7,56.0,1031,4.74,4.77,2.98,8.33225768778666
38499,0.42,Ideal,G,VVS2,62.2,56.0,1031,4.77,4.81,2.98,7.69157520791323
38500,0.4,Ideal,E,VVS1,60.6,56.0,1031,4.77,4.8,2.9,5.279052423084495
38501,0.5,Very Good,H,SI1,61.9,63.0,1031,5.08,5.04,3.13,5.426524934684815
38502,0.39,Ideal,F,VVS2,60.4,60.0,1031,4.73,4.78,2.87,8.33977894326766
38503,0.4,Ideal,H,SI1,62.2,55.0,1031,4.72,4.76,2.95,9.676019146251475
38504,0.47,Good,H,VS1,65.1,59.0,1031,4.81,4.87,3.15,1.6121150088916358
38505,0.44,Premium,G,VS1,62.3,59.0,1031,4.87,4.82,3.02,4.460965005226716
38506,0.5,Fair,F,SI2,65.5,54.0,1031,5.06,4.92,3.25,5.767342008235401
38507,0.5,Premium,F,SI2,58.0,62.0,1031,5.21,5.18,3.01,7.228230578949414
38508,0.5,Fair,F,SI2,65.5,54.0,1031,5.06,4.92,3.25,1.484950017744333
38509,0.5,Ideal,I,SI1,59.8,59.0,1031,5.18,5.15,3.09,4.1752717099820575
38510,0.5,Premium,G,SI2,62.0,59.0,1031,5.1,5.03,3.14,3.4867937988067723
38511,0.5,Fair,G,VS2,65.7,57.0,1031,4.97,4.9,3.24,8.315398699654434
38512,0.44,Ideal,G,SI1,61.7,55.0,1032,4.88,4.91,3.02,2.9371912379090883
38513,0.46,Very Good,E,SI1,59.3,63.0,1032,5.09,5.02,3.0,5.756520281814948
38514,0.4,Very Good,G,VVS2,61.1,58.0,1033,4.73,4.76,2.9,4.1864504501421385
38515,0.38,Ideal,F,VVS2,62.7,56.0,1033,4.61,4.64,2.9,8.93745257424785
38516,0.36,Ideal,D,VVS2,62.0,54.0,1033,4.57,4.63,2.85,9.764904340841419
38517,0.37,Ideal,G,IF,62.4,56.0,1033,4.6,4.64,2.88,7.370104654021655
38518,0.53,Good,I,SI1,61.3,62.0,1033,5.14,5.17,3.16,0.7814981562297885
38519,0.34,Ideal,D,VS2,62.1,55.0,1033,4.49,4.46,2.78,2.61170161326179
38520,0.34,Ideal,E,VS1,62.1,56.0,1033,4.5,4.48,2.79,5.651628499912259
38521,0.34,Ideal,E,VS1,62.2,55.0,1033,4.52,4.49,2.8,2.8300729430176985
38522,0.34,Premium,E,VS1,59.9,58.0,1033,4.58,4.54,2.73,4.091820479292419
38523,0.34,Ideal,E,VS1,60.8,57.0,1033,4.53,4.49,2.74,4.29722265109829
38524,0.34,Ideal,E,VS1,61.8,57.0,1033,4.5,4.47,2.77,9.471380932430113
38525,0.34,Ideal,E,VS1,61.8,56.0,1033,4.51,4.47,2.78,9.66257145123619
38526,0.34,Ideal,E,VS1,62.0,56.0,1033,4.52,4.48,2.79,8.107985112529452
38527,0.34,Ideal,E,VS1,62.4,55.0,1033,4.47,4.44,2.78,2.4266599517622858
38528,0.34,Ideal,D,VS2,62.4,53.0,1033,4.52,4.49,2.81,5.255186677981538
38529,0.34,Ideal,E,VS1,61.2,57.0,1033,4.5,4.45,2.74,1.2176669457028022
38530,0.34,Ideal,E,VS1,61.2,57.0,1033,4.51,4.45,2.74,3.0236697608990317
38531,0.34,Ideal,E,VS1,61.0,57.0,1033,4.52,4.49,2.75,2.2519924783404677
38532,0.38,Premium,H,VVS1,59.1,58.0,1033,4.76,4.71,2.8,2.1617360739717717
38533,0.38,Premium,H,VVS1,61.2,60.0,1033,4.7,4.68,2.87,2.942606596406563
38534,0.38,Very Good,H,VVS1,63.3,58.0,1033,4.62,4.57,2.91,9.382973096636402
38535,0.34,Ideal,D,VS2,60.8,57.0,1033,4.52,4.5,2.74,8.813889232148506
38536,0.34,Ideal,D,VS2,61.4,56.0,1033,4.53,4.5,2.77,2.927030984231449
38537,0.34,Ideal,D,VS2,60.6,57.0,1033,4.53,4.51,2.74,0.7333054633049496
38538,0.34,Premium,D,VS2,60.4,60.0,1033,4.56,4.51,2.74,1.342941228900263
38539,0.34,Premium,D,VS2,59.3,58.0,1033,4.55,4.52,2.69,7.020479346715868
